' Device: 0018; Hardware: v03.07.02; Firmware: v03.07.02; Ain: 3.300V F.S. x1 Gain
' Test ID: 0
' Run Started: 14/05(May)/2028 14:12:20
' Scan Freq (Hz): 250
' Log Time (sec): 30; Delay Time (sec): 10; Clock Adj.: 1.000000
' 
' Time,DateTime,Scan,Trigger,Trigger,GPIO1,GPIO1,X1-X,X1-Y,X1-Z,X2-X,X2-Y,X2-Z,G2-X,G2-Y,G2-Z,Ain
' (Sec),(Serial),Number,(State),(Edge),(State),(Edge),(g),(g),(g),(g),(g),(g),(°/sec),(°/sec),(°/sec),(ADc)
0.6240,46887.5920212268,156,0,0,0,0,-0.10,0.00,-0.78,-0.07,-0.02,-1.00,-1.8,-2.6,-1.4,-5
0.6280,46887.5920212731,157,0,0,0,0,0.00,-0.05,-0.88,0.07,0.01,-1.01,-2.8,-2.0,-5.2,-5
0.6320,46887.5920213194,158,0,0,0,0,-0.10,-0.05,-0.78,-0.03,0.00,-1.03,-2.8,-2.6,-8.4,-5
0.6360,46887.5920213657,159,0,0,0,0,-0.10,0.00,-0.78,-0.10,-0.01,-1.03,-2.5,-2.4,-9.0,-5
0.6400,46887.592021412,160,0,0,0,0,-0.05,-0.05,-0.73,-0.11,0.03,-0.99,-0.6,-5.9,-8.0,-5
0.6440,46887.5920214583,161,0,0,0,0,0.10,-0.10,-0.83,0.08,-0.01,-0.99,-2.6,-1.5,-6.8,-5
0.6480,46887.5920215046,162,0,0,0,0,0.05,-0.05,-0.78,-0.02,-0.02,-0.99,-2.7,-1.4,-4.8,-5
0.6520,46887.5920215509,163,0,0,0,0,-0.05,0.05,-0.83,-0.14,0.02,-0.98,-1.3,-1.8,-2.8,-4
0.6560,46887.5920215972,164,0,0,0,0,0.00,-0.05,-0.83,0.00,0.01,-0.98,-2.4,-1.1,-4.5,-4
0.6600,46887.5920216435,165,0,0,0,0,0.05,0.05,-0.83,0.10,0.05,-1.04,-1.3,0.2,-5.1,-4
0.6640,46887.5920216898,166,0,0,0,0,-0.05,-0.05,-0.63,-0.07,-0.01,-1.02,-0.7,-2.5,-7.9,-4
0.6680,46887.5920217361,167,0,0,0,0,0.00,0.00,-0.73,-0.07,-0.02,-0.94,0.6,-2.9,-3.9,-4
0.6720,46887.5920217824,168,0,0,0,0,0.05,0.00,-0.73,-0.01,-0.02,-1.04,0.6,-2.5,-4.5,-4
0.6760,46887.5920218287,169,0,0,0,0,-0.05,0.00,-0.78,-0.10,-0.01,-0.96,-0.1,-2.4,-7.4,-4
0.6800,46887.592021875,170,0,0,0,0,0.00,-0.05,-0.83,-0.15,0.00,-1.01,2.0,-5.6,-0.4,-4
0.6840,46887.5920219213,171,0,0,0,0,0.00,-0.05,-0.83,0.02,-0.01,-1.00,3.5,-2.9,-3.1,-4
0.6880,46887.5920219676,172,0,0,0,0,0.05,0.00,-0.78,0.12,0.02,-1.08,0.2,-3.5,-6.4,-4
0.6920,46887.5920220139,173,0,0,0,0,0.00,0.00,-0.78,0.12,0.02,-1.03,0.2,-1.1,-2.5,-4
0.6960,46887.5920220602,174,0,0,0,0,-0.10,0.00,-0.83,-0.03,0.03,-0.99,1.7,-2.4,0.2,-4
0.7000,46887.5920221065,175,0,0,0,0,0.00,0.05,-0.78,0.13,0.01,-1.04,0.6,-0.7,-2.1,-4
0.7040,46887.5920221528,176,0,0,0,0,-0.05,0.00,-0.78,-0.06,0.03,-0.98,-0.4,-2.0,1.5,-4
0.7080,46887.5920221991,177,0,0,0,0,0.05,0.00,-0.83,0.01,0.00,-0.95,0.2,-2.3,2.2,-4
0.7120,46887.5920222454,178,0,0,0,0,0.05,-0.05,-0.83,0.07,0.03,-1.03,-0.1,-0.6,4.5,-4
0.7160,46887.5920222917,179,0,0,0,0,0.00,0.00,-0.78,-0.02,0.02,-1.02,-0.4,-0.9,3.3,-4
0.7200,46887.592022338,180,0,0,0,0,0.15,0.00,-0.88,0.15,0.01,-1.00,1.3,-1.0,5.0,-4
0.7240,46887.5920223843,181,0,0,0,0,-0.05,0.05,-0.73,0.03,0.01,-1.03,1.7,-1.3,2.1,-4
0.7280,46887.5920224305,182,0,0,0,0,0.05,0.00,-0.73,0.09,-0.04,-1.04,1.7,-2.4,4.8,-4
0.7320,46887.5920224768,183,0,0,0,0,-0.15,0.05,-0.78,-0.20,0.02,-1.03,1.9,-3.6,3.6,-4
0.7360,46887.5920225231,184,0,0,0,0,0.00,0.00,-0.68,0.17,0.02,-1.06,0.4,0.3,6.0,-4
0.7400,46887.5920225694,185,0,0,0,0,0.00,-0.05,-0.73,-0.07,0.02,-1.00,1.7,-2.5,8.7,-4
